id_docente,asignatura,semestre,numero_estudiantes,puntaje_claridad,puntaje_metodologia,puntaje_evaluacion,comentario,tendencia_desempeno
Docente_44,Bases de Datos,2021-2,38,3.2,4.7,4.2,Se nota que sabe mucho de la materia.,Estable
Docente_28,Matemáticas Básicas,2020-2,29,4.4,4.1,5.0,Se nota que sabe mucho de la materia.,Mejora
Docente_45,Bases de Datos,2020-1,16,2.9,2.6,2.6,Los parciales no tienen nada que ver con lo visto en clase.,En riesgo
Docente_4,Bases de Datos,2022-2,26,3.7,4.2,4.0,"No explica bien, me siento perdido.",Estable
Docente_10,Programación Orientada a Objetos,2023-1,33,3.3,4.1,4.4,Los talleres son muy útiles para aprender.,Estable
Docente_11,Programación Orientada a Objetos,2020-2,34,4.0,3.6,4.7,"Asistencia puntual, pero falta dinamismo.",Estable
Docente_40,Ingeniería de Software,2021-2,30,4.1,4.6,3.6,"El profesor es normal, ni muy bueno ni muy malo.",Mejora
Docente_10,Programación Orientada a Objetos,2023-2,35,4.1,3.7,2.9,Cumple con el programa.,Estable
Docente_30,Bases de Datos,2020-1,43,4.4,4.3,5.0,"Asistencia puntual, pero falta dinamismo.",Mejora
Docente_30,Bases de Datos,2021-1,17,4.3,4.9,4.6,La clase estuvo bien.,Mejora
Docente_23,Estructuras de Datos,2022-1,35,3.8,3.6,3.7,"No explica bien, me siento perdido.",Estable
Docente_45,Bases de Datos,2023-2,42,2.2,2.6,1.7,Llega tarde a las clases frecuentemente.,En riesgo
Docente_13,Inteligencia Artificial,2023-2,18,4.1,4.8,3.4,La clase estuvo bien.,Estable
Docente_25,Estructuras de Datos,2022-2,33,3.8,3.4,3.7,"El profesor es normal, ni muy bueno ni muy malo.",Estable
Docente_45,Bases de Datos,2020-1,41,4.3,4.2,3.6,"Asistencia puntual, pero falta dinamismo.",Estable
Docente_18,Matemáticas Básicas,2020-1,44,4.3,5.0,4.9,"El profesor es normal, ni muy bueno ni muy malo.",Mejora
Docente_48,Inteligencia Artificial,2022-1,39,5.0,4.7,4.6,"Asistencia puntual, pero falta dinamismo.",Mejora
Docente_15,Estructuras de Datos,2022-2,22,3.0,3.3,2.1,Los temas son difíciles pero se entienden.,En riesgo
Docente_13,Estructuras de Datos,2022-1,36,4.6,5.0,4.3,"Asistencia puntual, pero falta dinamismo.",Mejora
Docente_47,Ética Profesional,2021-1,35,4.5,4.8,3.9,La clase es muy dinámica y entretenida.,Estable
Docente_41,Ingeniería de Software,2020-1,24,4.0,4.4,4.7,"Asistencia puntual, pero falta dinamismo.",Mejora
Docente_29,Matemáticas Básicas,2022-2,38,4.4,4.8,4.0,Resuelve las dudas con mucha paciencia.,Estable
Docente_6,Bases de Datos,2022-2,38,3.9,4.8,4.1,Me inspiró a seguir aprendiendo sobre este tema.,Mejora
Docente_12,Programación Orientada a Objetos,2021-1,40,4.6,4.5,3.6,Cumple con el programa.,Mejora
Docente_24,Estructuras de Datos,2022-1,41,3.2,3.2,1.3,Califica de forma injusta.,En riesgo
Docente_17,Ética Profesional,2023-2,45,3.3,4.0,4.3,"El profesor es normal, ni muy bueno ni muy malo.",Estable
Docente_48,Ética Profesional,2022-2,40,3.7,4.8,3.0,La clase es muy dinámica y entretenida.,Estable
Docente_30,Matemáticas Básicas,2021-1,39,3.5,4.6,4.5,La clase estuvo bien.,Estable
Docente_44,Ingeniería de Software,2023-1,45,4.0,3.6,4.0,Llega tarde a las clases frecuentemente.,Estable
Docente_24,Matemáticas Básicas,2023-1,15,3.7,4.2,3.6,Cumple con el programa.,Estable
Docente_35,Matemáticas Básicas,2023-2,26,2.7,4.0,3.2,Cumple con el programa.,Estable
Docente_38,Inteligencia Artificial,2022-2,18,4.0,3.3,4.4,La clase estuvo bien.,Estable
Docente_31,Matemáticas Básicas,2022-2,44,3.0,3.8,2.8,Falta mucha pedagogía.,Estable
Docente_15,Ingeniería de Software,2020-2,35,2.7,1.5,2.1,La clase estuvo bien.,En riesgo
Docente_45,Bases de Datos,2023-1,18,3.4,4.2,4.2,Resuelve las dudas con mucha paciencia.,Estable
Docente_3,Matemáticas Básicas,2022-1,30,4.4,4.1,4.0,La clase es muy dinámica y entretenida.,Estable
Docente_7,Programación Orientada a Objetos,2021-1,27,3.6,4.1,3.6,La clase es muy aburrida y monótona.,Estable
Docente_24,Ingeniería de Software,2023-1,33,4.2,4.9,4.4,Se podría mejorar un poco el material de estudio.,Mejora
Docente_47,Programación Orientada a Objetos,2023-1,35,4.4,4.2,4.3,"Excelente profesor, muy claro.",Mejora
Docente_32,Estructuras de Datos,2023-1,45,4.0,4.4,4.0,Cumple con el programa.,Estable
Docente_3,Ingeniería de Software,2022-2,21,2.7,5.0,3.4,La clase es muy aburrida y monótona.,Estable
Docente_29,Programación Orientada a Objetos,2022-2,18,4.7,5.0,3.9,Los temas son difíciles pero se entienden.,Mejora
Docente_24,Estructuras de Datos,2022-2,16,4.6,4.3,4.9,Me inspiró a seguir aprendiendo sobre este tema.,Mejora
Docente_18,Programación Orientada a Objetos,2020-2,45,4.4,4.9,4.6,La clase estuvo bien.,Mejora
Docente_6,Ingeniería de Software,2021-2,35,2.5,4.0,3.0,Los temas son difíciles pero se entienden.,En riesgo
Docente_39,Matemáticas Básicas,2020-1,40,4.0,4.5,4.4,Los temas son difíciles pero se entienden.,Estable
Docente_16,Programación Orientada a Objetos,2021-2,17,4.0,5.0,4.0,"Asistencia puntual, pero falta dinamismo.",Mejora
Docente_36,Programación Orientada a Objetos,2021-2,41,3.9,3.9,4.0,La clase estuvo bien.,Estable
Docente_22,Ética Profesional,2021-1,40,2.7,3.6,2.7,"El profesor es normal, ni muy bueno ni muy malo.",En riesgo
Docente_1,Bases de Datos,2021-1,19,4.0,4.5,3.2,Llega tarde a las clases frecuentemente.,Estable
Docente_17,Ética Profesional,2021-1,18,3.0,3.0,3.2,Los temas son difíciles pero se entienden.,En riesgo
Docente_2,Programación Orientada a Objetos,2020-1,26,4.4,4.5,4.4,"Asistencia puntual, pero falta dinamismo.",Mejora
Docente_16,Estructuras de Datos,2022-2,15,3.2,3.1,3.4,Los talleres son muy útiles para aprender.,Estable
Docente_17,Matemáticas Básicas,2021-1,38,4.6,3.6,3.1,"No explica bien, me siento perdido.",Estable
Docente_34,Matemáticas Básicas,2020-2,30,4.6,4.3,4.9,La clase estuvo bien.,Mejora
Docente_50,Bases de Datos,2020-2,29,4.6,4.4,3.6,No resuelve las dudas de los estudiantes.,Estable
Docente_15,Estructuras de Datos,2020-1,38,3.6,3.9,3.2,No resuelve las dudas de los estudiantes.,Estable
Docente_20,Inteligencia Artificial,2020-1,16,3.0,4.4,5.0,Califica de forma injusta.,Estable
Docente_26,Inteligencia Artificial,2020-2,30,4.1,4.2,3.7,La clase es muy aburrida y monótona.,Estable
Docente_5,Matemáticas Básicas,2022-2,34,2.8,2.1,2.2,Califica de forma injusta.,En riesgo
Docente_5,Programación Orientada a Objetos,2022-1,34,3.4,3.4,4.3,Los parciales no tienen nada que ver con lo visto en clase.,Estable
Docente_36,Ingeniería de Software,2022-2,27,3.5,4.4,3.0,Falta mucha pedagogía.,Estable
Docente_34,Bases de Datos,2023-2,31,3.5,3.1,3.7,Falta mucha pedagogía.,Estable
Docente_28,Matemáticas Básicas,2020-2,42,3.7,4.0,3.1,Llega tarde a las clases frecuentemente.,Estable
Docente_47,Ética Profesional,2021-2,28,3.9,3.4,4.5,La clase es muy aburrida y monótona.,Estable
Docente_15,Inteligencia Artificial,2022-2,41,3.8,4.0,3.6,La clase es muy aburrida y monótona.,Estable
Docente_26,Inteligencia Artificial,2020-2,25,3.3,2.9,2.2,Falta mucha pedagogía.,En riesgo
Docente_21,Ingeniería de Software,2022-1,26,4.7,4.0,5.0,Se nota que sabe mucho de la materia.,Mejora
Docente_44,Inteligencia Artificial,2020-2,17,2.3,3.1,2.8,La clase es muy aburrida y monótona.,En riesgo
Docente_6,Inteligencia Artificial,2020-2,38,4.1,4.5,5.0,Se podría mejorar un poco el material de estudio.,Mejora
Docente_24,Ética Profesional,2021-1,32,3.9,3.5,4.9,"Excelente profesor, muy claro.",Estable
Docente_38,Estructuras de Datos,2022-2,36,3.9,4.9,4.6,"Excelente profesor, muy claro.",Mejora
Docente_27,Bases de Datos,2023-1,42,5.0,5.0,3.6,Se podría mejorar un poco el material de estudio.,Mejora
Docente_4,Bases de Datos,2022-1,26,3.9,3.9,5.0,La clase es muy dinámica y entretenida.,Estable
Docente_37,Estructuras de Datos,2021-2,19,2.8,2.1,1.5,Los temas son difíciles pero se entienden.,En riesgo
Docente_31,Programación Orientada a Objetos,2020-2,26,2.8,4.2,4.6,Llega tarde a las clases frecuentemente.,Estable
Docente_24,Matemáticas Básicas,2022-1,33,3.9,4.3,4.1,La clase es muy dinámica y entretenida.,Mejora
Docente_28,Ética Profesional,2020-1,34,3.7,4.0,3.0,Cumple con el programa.,Estable
Docente_2,Programación Orientada a Objetos,2022-1,37,2.8,4.1,1.7,"Asistencia puntual, pero falta dinamismo.",En riesgo
Docente_20,Bases de Datos,2022-2,15,3.2,4.7,4.0,Los talleres son muy útiles para aprender.,Estable
Docente_10,Estructuras de Datos,2023-1,17,3.8,3.6,3.3,Resuelve las dudas con mucha paciencia.,Estable
Docente_48,Ingeniería de Software,2020-1,17,4.1,3.8,3.3,No resuelve las dudas de los estudiantes.,Estable
Docente_14,Inteligencia Artificial,2023-1,29,4.5,3.3,3.5,Los temas son difíciles pero se entienden.,Estable
Docente_11,Bases de Datos,2022-1,38,3.8,5.0,4.5,Los talleres son muy útiles para aprender.,Mejora
Docente_50,Estructuras de Datos,2020-2,43,3.4,4.0,3.5,"Excelente profesor, muy claro.",Estable
Docente_10,Programación Orientada a Objetos,2020-1,36,2.8,3.1,3.0,La clase es muy aburrida y monótona.,En riesgo
Docente_18,Inteligencia Artificial,2023-1,30,4.0,4.2,4.0,"El profesor es normal, ni muy bueno ni muy malo.",Mejora
Docente_29,Inteligencia Artificial,2022-1,21,2.3,1.3,2.7,"Asistencia puntual, pero falta dinamismo.",En riesgo
Docente_33,Matemáticas Básicas,2022-2,28,4.9,3.3,4.2,La clase es muy dinámica y entretenida.,Estable
Docente_19,Ingeniería de Software,2023-2,31,3.8,3.9,3.8,"El profesor es normal, ni muy bueno ni muy malo.",Estable
Docente_3,Programación Orientada a Objetos,2023-1,34,4.1,4.2,3.5,"Excelente profesor, muy claro.",Estable
Docente_1,Programación Orientada a Objetos,2022-1,45,3.7,4.2,3.4,Me inspiró a seguir aprendiendo sobre este tema.,Estable
Docente_50,Programación Orientada a Objetos,2022-1,24,3.8,4.0,3.7,Los temas son difíciles pero se entienden.,Estable
Docente_8,Matemáticas Básicas,2023-2,38,2.6,2.6,2.9,Falta mucha pedagogía.,En riesgo
Docente_12,Programación Orientada a Objetos,2023-1,32,3.5,4.2,2.5,La clase estuvo bien.,Estable
Docente_33,Estructuras de Datos,2022-2,17,4.5,4.4,4.3,Me inspiró a seguir aprendiendo sobre este tema.,Mejora
Docente_48,Matemáticas Básicas,2023-1,15,4.8,4.6,3.5,La clase estuvo bien.,Mejora
Docente_5,Ética Profesional,2022-2,33,3.5,3.4,3.7,"No explica bien, me siento perdido.",Estable
Docente_37,Inteligencia Artificial,2023-1,24,4.1,3.3,3.3,La clase es muy dinámica y entretenida.,Estable
Docente_26,Matemáticas Básicas,2022-2,20,4.7,4.5,5.0,"Asistencia puntual, pero falta dinamismo.",Mejora
Docente_40,Inteligencia Artificial,2022-2,17,4.2,4.4,4.2,Me inspiró a seguir aprendiendo sobre este tema.,Mejora
Docente_7,Programación Orientada a Objetos,2023-1,33,4.1,4.4,4.5,Me inspiró a seguir aprendiendo sobre este tema.,Mejora
Docente_34,Matemáticas Básicas,2023-1,42,3.0,4.4,4.0,"El profesor es normal, ni muy bueno ni muy malo.",Estable
Docente_48,Bases de Datos,2021-2,25,4.9,3.2,3.7,Los talleres son muy útiles para aprender.,Estable
Docente_5,Estructuras de Datos,2020-2,31,4.4,3.7,4.2,No resuelve las dudas de los estudiantes.,Estable
Docente_13,Ética Profesional,2022-2,26,4.9,4.4,3.1,Se podría mejorar un poco el material de estudio.,Mejora
Docente_42,Ética Profesional,2021-1,22,4.9,4.3,4.5,"Excelente profesor, muy claro.",Mejora
Docente_10,Bases de Datos,2021-2,20,3.9,4.6,4.7,"El profesor es normal, ni muy bueno ni muy malo.",Mejora
Docente_10,Ética Profesional,2020-2,20,3.5,5.0,3.8,"Asistencia puntual, pero falta dinamismo.",Mejora
Docente_41,Inteligencia Artificial,2023-2,39,3.8,3.8,4.7,Los parciales no tienen nada que ver con lo visto en clase.,Estable
Docente_49,Estructuras de Datos,2023-2,36,3.4,2.8,3.9,Los parciales no tienen nada que ver con lo visto en clase.,Estable
Docente_42,Ingeniería de Software,2022-2,42,2.6,2.1,3.0,Los temas son difíciles pero se entienden.,En riesgo
Docente_21,Programación Orientada a Objetos,2023-2,17,3.0,3.7,3.8,Califica de forma injusta.,Estable
Docente_29,Ingeniería de Software,2022-1,40,4.3,4.3,3.9,Cumple con el programa.,Estable
Docente_38,Matemáticas Básicas,2022-2,31,3.5,4.0,3.2,Se nota que sabe mucho de la materia.,Estable
Docente_20,Inteligencia Artificial,2023-2,16,3.8,4.9,3.9,"Excelente profesor, muy claro.",Estable
Docente_24,Ética Profesional,2022-1,17,4.6,4.4,4.0,Los temas son difíciles pero se entienden.,Mejora
Docente_6,Estructuras de Datos,2023-1,29,5.0,5.0,4.1,"El profesor es normal, ni muy bueno ni muy malo.",Mejora
Docente_36,Ética Profesional,2020-1,29,3.6,3.7,3.9,Los parciales no tienen nada que ver con lo visto en clase.,Estable
Docente_42,Programación Orientada a Objetos,2022-2,34,3.4,4.4,3.4,Califica de forma injusta.,Estable
Docente_33,Programación Orientada a Objetos,2020-1,29,3.2,3.6,3.9,La clase es muy dinámica y entretenida.,Estable
Docente_22,Ingeniería de Software,2020-2,31,3.3,4.1,4.9,Los talleres son muy útiles para aprender.,Estable
Docente_3,Programación Orientada a Objetos,2023-2,29,5.0,5.0,4.8,Cumple con el programa.,Mejora
Docente_34,Estructuras de Datos,2021-1,26,4.1,3.7,3.4,Se podría mejorar un poco el material de estudio.,Estable
Docente_19,Inteligencia Artificial,2023-1,39,2.1,1.7,1.4,Los parciales no tienen nada que ver con lo visto en clase.,En riesgo
Docente_44,Estructuras de Datos,2020-1,40,2.8,3.8,3.7,Los temas son difíciles pero se entienden.,Estable
Docente_5,Bases de Datos,2020-2,32,1.6,3.2,2.6,Los temas son difíciles pero se entienden.,En riesgo
Docente_25,Bases de Datos,2022-1,38,2.7,2.5,2.6,Los temas son difíciles pero se entienden.,En riesgo
Docente_39,Ética Profesional,2021-1,25,4.4,3.8,4.2,Se nota que sabe mucho de la materia.,Estable
Docente_38,Ingeniería de Software,2021-1,44,4.2,4.0,3.2,Se podría mejorar un poco el material de estudio.,Estable
Docente_20,Ingeniería de Software,2023-1,19,2.4,2.5,2.9,"El profesor es normal, ni muy bueno ni muy malo.",En riesgo
Docente_46,Matemáticas Básicas,2022-1,32,4.8,5.0,4.4,Me inspiró a seguir aprendiendo sobre este tema.,Mejora
Docente_42,Ética Profesional,2022-2,41,5.0,4.4,2.9,Resuelve las dudas con mucha paciencia.,Estable
Docente_43,Ingeniería de Software,2020-2,35,3.8,4.3,4.0,"No explica bien, me siento perdido.",Estable
Docente_33,Bases de Datos,2020-1,26,3.5,4.1,3.7,"El profesor es normal, ni muy bueno ni muy malo.",Estable
Docente_12,Programación Orientada a Objetos,2022-2,45,4.5,4.5,4.0,"Asistencia puntual, pero falta dinamismo.",Mejora
Docente_32,Programación Orientada a Objetos,2021-2,19,2.7,1.6,2.8,Califica de forma injusta.,En riesgo
Docente_5,Bases de Datos,2020-2,31,5.0,5.0,4.1,"Asistencia puntual, pero falta dinamismo.",Mejora
Docente_35,Ética Profesional,2020-1,36,3.1,3.3,3.6,Los temas son difíciles pero se entienden.,Estable
Docente_50,Estructuras de Datos,2021-1,34,1.9,3.8,2.2,Falta mucha pedagogía.,En riesgo
Docente_10,Programación Orientada a Objetos,2021-1,41,1.3,3.6,3.4,Se podría mejorar un poco el material de estudio.,En riesgo
Docente_50,Estructuras de Datos,2021-1,38,4.1,4.0,5.0,La clase estuvo bien.,Mejora
Docente_3,Inteligencia Artificial,2022-2,36,3.9,3.5,4.9,La clase estuvo bien.,Estable
Docente_29,Estructuras de Datos,2022-1,39,4.4,5.0,5.0,Se podría mejorar un poco el material de estudio.,Mejora
Docente_29,Programación Orientada a Objetos,2021-2,24,4.6,4.4,3.5,Califica de forma injusta.,Estable
Docente_13,Bases de Datos,2023-2,29,3.1,2.0,2.4,"Asistencia puntual, pero falta dinamismo.",En riesgo
Docente_19,Ética Profesional,2023-1,31,5.0,4.3,4.9,Cumple con el programa.,Mejora
Docente_27,Programación Orientada a Objetos,2021-2,40,4.1,3.3,3.7,Falta mucha pedagogía.,Estable
Docente_9,Ética Profesional,2022-1,16,3.4,3.8,4.0,Califica de forma injusta.,Estable
Docente_24,Estructuras de Datos,2020-2,37,3.1,3.4,4.7,No resuelve las dudas de los estudiantes.,Estable
Docente_8,Bases de Datos,2020-2,39,3.6,4.0,4.4,Los talleres son muy útiles para aprender.,Estable
Docente_18,Inteligencia Artificial,2021-1,41,3.6,4.8,4.6,"No explica bien, me siento perdido.",Estable
Docente_6,Programación Orientada a Objetos,2023-2,43,3.8,4.1,4.1,Los talleres son muy útiles para aprender.,Mejora
Docente_2,Inteligencia Artificial,2020-1,27,4.2,4.1,3.7,No resuelve las dudas de los estudiantes.,Estable
Docente_24,Programación Orientada a Objetos,2023-1,17,5.0,4.5,4.2,Los talleres son muy útiles para aprender.,Mejora
Docente_15,Matemáticas Básicas,2022-2,44,2.8,1.8,1.0,La clase es muy aburrida y monótona.,En riesgo
Docente_46,Ingeniería de Software,2022-2,40,4.6,4.4,3.0,Se nota que sabe mucho de la materia.,Mejora
Docente_9,Matemáticas Básicas,2022-1,44,3.7,3.6,4.0,Califica de forma injusta.,Estable
Docente_45,Ética Profesional,2021-1,39,4.0,3.6,4.0,Califica de forma injusta.,Estable
Docente_29,Estructuras de Datos,2020-1,43,4.6,4.6,4.3,"Excelente profesor, muy claro.",Mejora
Docente_2,Bases de Datos,2021-2,41,4.7,4.5,4.0,Se nota que sabe mucho de la materia.,Mejora
Docente_36,Ingeniería de Software,2023-1,18,3.3,4.6,3.7,"El profesor es normal, ni muy bueno ni muy malo.",Estable
Docente_16,Bases de Datos,2020-2,16,4.2,4.6,4.5,La clase es muy dinámica y entretenida.,Mejora
Docente_27,Ingeniería de Software,2023-2,17,3.2,4.3,3.7,La clase es muy dinámica y entretenida.,Estable
Docente_32,Estructuras de Datos,2020-1,35,4.6,4.6,4.8,Cumple con el programa.,Mejora
Docente_37,Programación Orientada a Objetos,2021-1,24,4.5,4.0,4.1,Me inspiró a seguir aprendiendo sobre este tema.,Mejora
Docente_1,Estructuras de Datos,2022-2,22,3.2,4.2,3.1,Los parciales no tienen nada que ver con lo visto en clase.,Estable
Docente_27,Programación Orientada a Objetos,2020-2,31,4.2,1.5,3.1,Los parciales no tienen nada que ver con lo visto en clase.,En riesgo
Docente_5,Estructuras de Datos,2020-1,27,4.3,4.4,4.7,La clase estuvo bien.,Mejora
Docente_3,Ingeniería de Software,2023-1,26,3.6,3.4,3.8,Cumple con el programa.,Estable
Docente_48,Matemáticas Básicas,2022-2,40,2.3,2.7,2.6,La clase es muy aburrida y monótona.,En riesgo
Docente_23,Programación Orientada a Objetos,2020-2,39,5.0,4.2,2.9,"El profesor es normal, ni muy bueno ni muy malo.",Mejora
Docente_48,Ética Profesional,2022-2,19,4.3,5.0,5.0,Explica muy bien los temas.,Mejora
Docente_23,Estructuras de Datos,2022-2,41,3.3,3.9,3.4,Los talleres son muy útiles para aprender.,Estable
Docente_50,Ingeniería de Software,2023-2,37,2.0,2.6,2.0,La clase estuvo bien.,En riesgo
Docente_41,Programación Orientada a Objetos,2021-1,17,4.8,4.4,3.9,Se podría mejorar un poco el material de estudio.,Mejora
Docente_50,Inteligencia Artificial,2020-1,24,3.1,3.9,3.6,Me inspiró a seguir aprendiendo sobre este tema.,Estable
Docente_3,Ética Profesional,2021-2,43,4.1,4.3,3.8,"Excelente profesor, muy claro.",Estable
Docente_21,Bases de Datos,2023-1,41,3.3,3.9,4.3,Llega tarde a las clases frecuentemente.,Estable
Docente_31,Bases de Datos,2020-1,39,4.1,4.0,3.1,Me inspiró a seguir aprendiendo sobre este tema.,Estable
Docente_19,Bases de Datos,2020-1,42,4.7,5.0,5.0,Los temas son difíciles pero se entienden.,Mejora
Docente_22,Bases de Datos,2020-2,40,4.1,3.9,4.2,Se podría mejorar un poco el material de estudio.,Estable
Docente_28,Inteligencia Artificial,2023-2,43,5.0,4.9,4.8,Me inspiró a seguir aprendiendo sobre este tema.,Mejora
Docente_22,Programación Orientada a Objetos,2023-2,37,2.2,2.4,2.2,La clase estuvo bien.,En riesgo
Docente_24,Ética Profesional,2022-1,40,4.6,4.9,4.3,"Excelente profesor, muy claro.",Mejora
Docente_47,Inteligencia Artificial,2020-2,28,3.2,3.9,4.5,Falta mucha pedagogía.,Estable
Docente_12,Estructuras de Datos,2022-1,25,2.7,2.6,3.1,La clase es muy aburrida y monótona.,En riesgo
Docente_6,Bases de Datos,2022-1,24,5.0,4.5,4.9,La clase estuvo bien.,Mejora
Docente_39,Ingeniería de Software,2023-1,20,4.5,4.5,5.0,Se podría mejorar un poco el material de estudio.,Mejora
Docente_29,Bases de Datos,2023-2,16,2.7,2.7,2.2,Se podría mejorar un poco el material de estudio.,En riesgo
Docente_23,Estructuras de Datos,2023-1,23,4.6,4.7,5.0,Los temas son difíciles pero se entienden.,Mejora
Docente_4,Matemáticas Básicas,2023-1,26,4.0,4.6,3.7,No resuelve las dudas de los estudiantes.,Estable
Docente_48,Ingeniería de Software,2021-1,45,3.8,2.8,3.6,Explica muy bien los temas.,Estable
